event_id,question,outcome,avg_price,volume,price_std_dev,time_before_certainty,offset_before_certainty,collection_period,time_of_event_close
902541,Will Katie Porter advance from the 2024 CA Senate Primary?,0,0.145,201746.87,0.0,86400,1709596800,900,1709596800
21598,Will Pierre Poilievre lose his seat?,1,0.08641666666666667,918482.068705,0.0012416387021459408,86400,1745841600,900,1745841600
48092,Will Democrats win no elections in Nov?,0,0.002,140976.801937,0.0,86400,1762214400,900,1762214400
48092,Will Democrats win one election in Nov?,0,0.002,140976.801937,0.0,86400,1762214400,900,1762214400
48092,Will Democrats win two elections in Nov?,0,0.007916666666666667,140976.801937,0.00020412414523193168,86400,1762214400,900,1762214400
48092,Will Democrats win three elections in Nov?,0,0.019,140976.801937,0.0,86400,1762214400,900,1762214400
48092,Will Democrats win four elections in Nov?,0,0.135,140976.801937,0.0,86400,1762214400,900,1762214400
48092,Will Democrats win five elections in Nov?,1,0.835,140976.801937,0.0,86400,1762214400,900,1762214400
903267,Will Donald Trump win the South Carolina Republican Primary?,1,0.973,1661201.01,0.0,86400,1706072403,900,1708732800
903267,Will Nikki Haley win the South Carolina Republican Primary?,0,0.024,1661201.01,0.0,86400,1706072403,900,1708732800
903267,Will Ron DeSantis win the South Carolina Republican Primary?,0,0.002,1661201.01,0.0,86400,1706072403,900,1708732800
903267,Will another candidate win the South Carolina Republican Primary?,0,0.0025,1661201.01,0.0,86400,1706072403,900,1708732800
21316,Will the Conservative Party win the third most seats in the next Canadian Election?,0,0.0005,3730074.641594,0.0,86400,1745841600,900,1745841600
21316,Will the Liberal Party win the third most seats in the next Canadian Election?,0,0.002,3730074.641594,0.0,86400,1745841600,900,1745841600
21316,Will the Bloc Québécois win the third most seats in the next Canadian Election?,1,0.955,3730074.641594,0.0,86400,1745841600,900,1745841600
21316,Will the New Democratic Party win the third most seats in the next Canadian Election?,0,0.026,3730074.641594,0.0007071067811865472,86400,1745841600,900,1745841600
21316,Will the Green Party win the third most seats in the next Canadian Election?,0,0.006,3730074.641594,0.0,86400,1745841600,900,1745841600
21316,Will the People's Party win the third most seats in the next Canadian Election?,0,0.0015,3730074.641594,0.0,86400,1745841600,900,1745841600
21316,Will another party win the third most seats in the next Canadian Election?,0,0.0005,3730074.641594,0.0,86400,1745841600,900,1745841600
903756,Indian Election: Modi reelected?,1,0.962,377942.060973,0.0,86400,1713549603,900,1717070400
14835,Will Union win the most seats in the next German election?,1,0.9664166666666667,134617984.549357,0.0005845225972249923,86400,1740312000,900,1740312000
14835,Will AfD win the most seats in the next German election?,0,0.03425,134617984.549357,0.0008215838362577499,86400,1740312000,900,1740312000
14835,Will Grünen win the most seats in the next German election?,0,0.0005,134617984.549357,0.0,86400,1740312000,900,1740312000
14835,Will BSW win the most seats in the next German election?,0,0.0005,134617984.549357,0.0,86400,1740312000,900,1740312000
14835,Will another party win the most seats in the next German election?,0,0.0005,134617984.549357,0.0,86400,1740312000,900,1740312000
14835,Will SPD win the most seats in the next German election?,0,0.0005,134617984.549357,0.0,86400,1740312000,900,1740312000
14835,Will FDP win the most seats in the next German election?,0,0.0005,134617984.549357,0.0,86400,1740312000,900,1740312000
12939,Will Zouhair Maghzaoui win the Tunisia presidential election?,0,0.015,5637148.865686,0.0,86400,1727974802,900,1728475200
12939,Will Kais Saied win the Tunisia presidential election?,1,0.9665,5637148.865686,0.0,86400,1727974802,900,1728475200
12939,Will Ayachi Zammel win the Tunisia presidential election?,0,0.0245,5637148.865686,0.0,86400,1727974802,900,1728475200
12939,Will another candidate win the Tunisia presidential election?,0,0.0028333333333333335,5637148.865686,0.0005163977794943223,86400,1727974802,900,1728475200
903650,Will a Democrat win North Carolina Presidential Election?,0,0.36666666666666664,15723518.644454,0.004082482904638634,86400,1730721600,900,1730721600
903650,Will a Republican win North Carolina Presidential Election?,1,0.635,15723518.644454,0.0,86400,1730721600,900,1730721600
903650,Will a candidate from another party win North Carolina Presidential Election?,0,0.0005,15723518.644454,0.0,86400,1730721600,900,1730721600
90625,Will Ciucu win by 0-3%?,0,0.17,226822.233314,0.0,86400,1765065600,900,1765065600
90625,Will Ciucu win by 6-9%?,0,0.095,226822.233314,0.0,86400,1765065600,900,1765065600
90625,Will Ciucu win by at least 12%?,1,0.021583333333333333,226822.233314,0.00020412414523193168,86400,1765065600,900,1765065600
90625,Will Baluta win by 3-6%?,0,0.0705,226822.233314,0.0,86400,1765065600,900,1765065600
90625,Will Baluta win by 9-12%?,0,0.01,226822.233314,0.0,86400,1765065600,900,1765065600
90625,Will another candidate win the Bucharest mayoral election?,0,0.171,226822.233314,0.0,86400,1765065600,900,1765065600
90625,Will Ciucu win by 3-6%?,0,0.16,226822.233314,0.0,86400,1765065600,900,1765065600
90625,Will Ciucu win by 9-12%?,0,0.03958333333333333,226822.233314,0.00020412414523193168,86400,1765065600,900,1765065600
90625,Will Baluta win by 0-3%?,0,0.255,226822.233314,0.0,86400,1765065600,900,1765065600
90625,Will Baluta win by 6-9%?,0,0.0285,226822.233314,0.0,86400,1765065600,900,1765065600
90625,Will Baluta win by at least 12%?,0,0.01075,226822.233314,0.00027386127875258235,86400,1765065600,900,1765065600
177468,Will CRA win 173+ seats in the Japanese snap election?,0,0.027666666666666666,17419.39447,0.0002581988897471614,86400,1770508800,900,1770508800
902982,Will DPP (民進黨) win a majority in the 2024 Taiwanese General Election?,0,0.34,36884.27,0.0,86400,1705104000,900,1705104000
10515,Labour wins a majority of seats in UK election? ,1,0.974,223616.749048,0.0,86400,1719918003,900,1738324800
28660,Will Zohran Mamdani’s RCV margin of victory be 8% or less in the New York City Mayoral Democratic Primary?,0,0.001,2815125.145866,0.0,86400,1753052407,900,1753920000
28660,Will Zohran Mamdani’s RCV margin of victory be between 8% and 9% in the New York City Mayoral Democratic Primary?,0,0.0015,2815125.145866,0.0,86400,1753052407,900,1753920000
28660,Will Zohran Mamdani’s RCV margin of victory be between 9% and 10% in the New York City Mayoral Democratic Primary?,0,0.0005,2815125.145866,0.0,86400,1753052407,900,1753920000
28660,Will Zohran Mamdani’s RCV margin of victory be between 10% and 11% in the New York City Mayoral Democratic Primary?,0,0.0005,2815125.145866,0.0,86400,1753052407,900,1753920000
28660,Will Zohran Mamdani’s RCV margin of victory be between 11% and 12% in the New York City Mayoral Democratic Primary?,0,0.0005,2815125.145866,0.0,86400,1753052407,900,1753920000
28660,Will Zohran Mamdani’s RCV margin of victory be between 12% and 13% in the New York City Mayoral Democratic Primary?,1,0.9676666666666667,2815125.145866,0.0002581988897471327,86400,1753052407,900,1753920000
28660,Will Zohran Mamdani’s RCV margin of victory be greater than 13% in the New York City Mayoral Democratic Primary?,0,0.032,2815125.145866,0.0,86400,1753052407,900,1753920000
23936,Will Rafał Trzaskowski win the most votes in the first round of the Polish Presidential election?,1,0.9044166666666666,1719112.799062,0.01929356542131772,86400,1747569600,900,1747569600
23936,Will Karol Nawrocki win the most votes in the first round of the Polish Presidential election?,0,0.08783333333333333,1719112.799062,0.015088627063675033,86400,1747569600,900,1747569600
23936,Will Sławomir Mentzen win the most votes in the first round of the Polish Presidential election?,0,0.0025,1719112.799062,0.0,86400,1747569600,900,1747569600
23936,Will another candidate win the most votes in the first round of the Polish Presidential election?,0,0.0015,1719112.799062,0.0,86400,1747569600,900,1747569600
107016,Will Jasmine Crockett win the 2026 Texas Senate Democratic Primary and General Elections?,0,0.039,16219.529347,0.0,86400,1772589634,900,1793664000
107016,Will Jasmine Crockett lose the 2026 Texas Senate Democratic Primary Election?,1,0.8183333333333334,16219.529347,0.009831920802501703,86400,1772589634,900,1793664000
107016,Will Jasmine Crockett win the 2026 Texas Senate Democratic Primary Election and lose the 2026 Texas Senate General Election?,0,0.145,16219.529347,0.0,86400,1772589634,900,1793664000
179165,Will the Liberal Democratic Party win between 220 and 234 seats in the 2026 Japanese snap general election?,0,0.0615,248440.13331,0.004135214625627067,86400,1770508800,900,1770508800
179165,Will the Liberal Democratic Party win 250 or more seats in the 2026 Japanese snap general election?,1,0.8116666666666666,248440.13331,0.002581988897471556,86400,1770508800,900,1770508800
179165,Will the Liberal Democratic Party win between 205 and 219 seats in the 2026 Japanese snap general election?,0,0.009833333333333333,248440.13331,0.0002581988897471614,86400,1770508800,900,1770508800
179165,Will the Liberal Democratic Party win between 235 and 249 seats in the 2026 Japanese snap general election?,0,0.12416666666666666,248440.13331,0.002041241452319317,86400,1770508800,900,1770508800
179165,Will the Liberal Democratic Party win between 190 and 204 seats in the 2026 Japanese snap general election?,0,0.0085,248440.13331,0.0,86400,1770508800,900,1770508800
179165,Will the Liberal Democratic Party win fewer than 190 seats in the 2026 Japanese snap general election?,0,0.010416666666666668,248440.13331,0.00020412414523193168,86400,1770508800,900,1770508800
189699,Will the Bhumjaithai Party (BJT) win fewer than 90 seats in the 2026 Thai legislative election?,0,0.07891666666666666,59169.831804,0.00020412414523193168,86400,1770508800,900,1770508800
189699,Will the Bhumjaithai Party (BJT) win between 100 and 109 seats in the 2026 Thai legislative election?,0,0.06116666666666667,59169.831804,0.0012110601416389978,86400,1770508800,900,1770508800
189699,Will the Bhumjaithai Party (BJT) win between 120 and 129 seats in the 2026 Thai legislative election?,0,0.175,59169.831804,0.0031622776601683733,86400,1770508800,900,1770508800
189699,Will the Bhumjaithai Party (BJT) win 140 or more seats in the 2026 Thai legislative election?,1,0.435,59169.831804,0.0,86400,1770508800,900,1770508800
189699,Will the Bhumjaithai Party (BJT) win between 90 and 99 seats in the 2026 Thai legislative election?,0,0.030666666666666665,59169.831804,0.0002581988897471614,86400,1770508800,900,1770508800
189699,Will the Bhumjaithai Party (BJT) win between 110 and 119 seats in the 2026 Thai legislative election?,0,0.11966666666666667,59169.831804,0.010409931155712161,86400,1770508800,900,1770508800
189699,Will the Bhumjaithai Party (BJT) win between 130 and 139 seats in the 2026 Thai legislative election?,0,0.16,59169.831804,0.0,86400,1770508800,900,1770508800
15196,Will Victor Ponta advance to the Romanian Presidential Election Runoff?,0,0.045,5955649.670416,0.0005000000000000004,86400,1746338405,900,1751284800
15196,Will Daniel Funeriu advance to the Romanian Presidential Election Runoff?,0,0.0045,5955649.670416,0.0,86400,1746338405,900,1751284800
15196,Will Elena Lasconi advance to the Romanian Presidential Election Runoff?,0,0.007571428571428571,5955649.670416,0.00018898223650461377,86400,1746338405,900,1751284800
15196,Will Călin Georgescu advance to the Romanian Presidential Election Runoff?,0,0.003,5955649.670416,0.0,86400,1746338405,900,1751284800
15196,Will Marcel Ciolacu advance to the Romanian Presidential Election Runoff?,0,0.004,5955649.670416,0.0,86400,1746338405,900,1751284800
15196,Will George Simion advance to the Romanian Presidential Election Runoff?,1,0.9529285714285715,5955649.670416,0.0009759000729485341,86400,1746338405,900,1751284800
15196,Will Nicolae Ciucă advance to the Romanian Presidential Election Runoff?,0,0.003,5955649.670416,0.0,86400,1746338405,900,1751284800
15196,Will Mircea Geoană advance to the Romanian Presidential Election Runoff?,0,0.003,5955649.670416,0.0,86400,1746338405,900,1751284800
15196,Will Cristian-Vasile Terheș advance to the Romanian Presidential Election Runoff?,0,0.003,5955649.670416,0.0,86400,1746338405,900,1751284800
15196,Will Marcela-Lavinia Șandru advance to the Romanian Presidential Election Runoff?,0,0.004428571428571428,5955649.670416,0.00018898223650461345,86400,1746338405,900,1751284800
15196,Will John-Ion Banu-Muscel advance to the Romanian Presidential Election Runoff?,0,0.0085,5955649.670416,0.00028867513459481263,86400,1746338405,900,1751284800
15196,Will Silviu Predoiu advance to the Romanian Presidential Election Runoff?,0,0.0054285714285714284,5955649.670416,0.00018898223650461345,86400,1746338405,900,1751284800
15196,Will Sebastian-Constantin Popescu advance to the Romanian Presidential Election Runoff?,0,0.003,5955649.670416,0.0,86400,1746338405,900,1751284800
15196,Will Anamaria Gavrilă advance to the Romanian Presidential Election Runoff?,0,0.004,5955649.670416,0.0,86400,1746338405,900,1751284800
15196,Will Nicușor Dan advance to the Romanian Presidential Election Runoff?,1,0.395,5955649.670416,0.0,86400,1746338405,900,1751284800
15196,Will Crin Antonescu advance to the Romanian Presidential Election Runoff?,0,0.5735714285714285,5955649.670416,0.01463850109422801,86400,1746338405,900,1751284800
10336,Will Cyril Ramaphosa be the next President of South Africa?,1,0.9,188579.122493,0.0,86400,1716984000,900,1716984000
10336,Will John Steenhuisen be the next President of South Africa?,0,0.024,188579.122493,0.0,86400,1716984000,900,1716984000
10336,Will Jacob Zuma be the next President of South Africa?,0,0.012,188579.122493,0.0,86400,1716984000,900,1716984000
10336,Will Julius Malema be the next President of South Africa?,0,0.008,188579.122493,0.0,86400,1716984000,900,1716984000
10336,Will Velenkosini Hlabisa be the next President of South Africa?,0,0.0105,188579.122493,0.0,86400,1716984000,900,1716984000
10336,Will Pieter Groenewald be the next President of South Africa?,0,0.005,188579.122493,0.0,86400,1716984000,900,1716984000
10336,Will another non-ANC candidate be the next President of South Africa?,0,0.016,188579.122493,0.0,86400,1716984000,900,1716984000
10336,Will another ANC candidate be the next President of South Africa?,0,0.0525,188579.122493,0.0,86400,1716984000,900,1716984000
24878,Will Romania's court annul the presidential election?,0,0.0005,1337263.70444,0.0,86400,1756641600,900,1756641600
90590,Bucharest Mayoral Election: Any Candidate Gets >50% of the Vote?,0,0.01,12735.231557,0.0,86400,1765065600,900,1765065600
54971,Will Heather Humphreys win by 20% or more?,0,0.005,1390168.813331,0.0,86400,1761264000,900,1761264000
54971,Will Heather Humphreys win by 0–5%?,0,0.03191666666666667,1390168.813331,0.00020412414523193168,86400,1761264000,900,1761264000
54971,Will Catherine Connolly win by 15–20%?,0,0.34575,1390168.813331,0.005373546315051148,86400,1761264000,900,1761264000
54971,Will Heather Humphreys win by 15–20%?,0,0.0015,1390168.813331,0.0,86400,1761264000,900,1761264000
54971,Will Catherine Connolly win by 0–5%?,0,0.045,1390168.813331,0.0,86400,1761264000,900,1761264000
54971,Will Catherine Connolly win by 20% or more?,1,0.4945833333333333,1390168.813331,0.0050241085444749835,86400,1761264000,900,1761264000
54971,Will Heather Humphreys win by 10–15%?,0,0.0025,1390168.813331,0.0,86400,1761264000,900,1761264000
54971,Will Catherine Connolly win by 5–10%?,0,0.051083333333333335,1390168.813331,0.0019853631070075473,86400,1761264000,900,1761264000
54971,Will another candidate win the Irish Presidential Election?,0,0.001,1390168.813331,0.0,86400,1761264000,900,1761264000
54971,Will Heather Humphreys win by 5–10%?,0,0.0015,1390168.813331,0.0,86400,1761264000,900,1761264000
54971,Will Catherine Connolly win by 10–15%?,0,0.05875,1390168.813331,0.003615936946352909,86400,1761264000,900,1761264000
903206,Will Trump place 2nd in the 2024 Iowa Caucus?,0,0.0165,3310012.53,0.0,86400,1705276800,900,1705276800
903206,Will Haley place 2nd in the 2024 Iowa Caucus?,0,0.555,3310012.53,0.0,86400,1705276800,900,1705276800
903206,Will DeSantis place 2nd in the 2024 Iowa Caucus?,1,0.4033333333333334,3310012.53,0.0025819888974716134,86400,1705276800,900,1705276800
903206,Will Ramaswamy place 2nd in the 2024 Iowa Caucus?,0,0.075,3310012.53,0.0,86400,1705276800,900,1705276800
903206,Will someone else place 2nd in the 2024 Iowa Caucus?,0,0.002,3310012.53,0.0,86400,1705276800,900,1705276800
22660,Will any candidate win outright in 1st round of Romanian Election?,0,0.0105,68423.478775,0.0,86400,1746360000,900,1746360000
179199,Will the Democratic Party For the People win fewer than 19 seats in the 2026 Japanese snap general election?,0,0.09,2089.565663,0.0,86400,1770508800,900,1770508800
179199,Will the Democratic Party For the People win between 19 and 22 seats in the 2026 Japanese snap general election?,0,0.1975,2089.565663,0.004183300132670371,86400,1770508800,900,1770508800
179199,Will the Democratic Party For the People win between 23 and 26 seats in the 2026 Japanese snap general election?,0,0.345,2089.565663,0.0031622776601683646,86400,1770508800,900,1770508800
179199,Will the Democratic Party For the People win between 27 and 30 seats in the 2026 Japanese snap general election?,1,0.44,2089.565663,0.0,86400,1770508800,900,1770508800
179199,Will the Democratic Party For the People win between 31 and 34 seats in the 2026 Japanese snap general election?,0,0.22083333333333333,2089.565663,0.004915960401250879,86400,1770508800,900,1770508800
179199,Will the Democratic Party For the People win 35 or more seats in the 2026 Japanese snap general election?,0,0.1975,2089.565663,0.004183300132670371,86400,1770508800,900,1770508800
263567,Will Tisza win 70–79 seats in the Hungarian National Assembly in this election?,0,0.0578,1814826.7224270012,0.003801315561749643,86400,1775952000,900,1775952000
263567,Will Tisza win 90–99 seats in the Hungarian National Assembly in this election?,0,0.09,1814826.7224270012,0.0,86400,1775952000,900,1775952000
263567,Will Tisza win 110–119 seats in the Hungarian National Assembly in this election?,0,0.14,1814826.7224270012,0.0,86400,1775952000,900,1775952000
263567,Will Tisza win <70 seats in the Hungarian National Assembly in this election?,0,0.03366666666666667,1814826.7224270012,0.00040824829046386336,86400,1775952000,900,1775952000
263567,Will Tisza win 80–89 seats in the Hungarian National Assembly in this election?,0,0.0571,1814826.7224270012,0.008926085368177924,86400,1775952000,900,1775952000
263567,Will Tisza win 100–109 seats in the Hungarian National Assembly in this election?,0,0.135,1814826.7224270012,0.0,86400,1775952000,900,1775952000
263567,Will Tisza win 120-129 seats in the Hungarian National Assembly in this election?,0,0.218,1814826.7224270012,0.010954451150103331,86400,1775952000,900,1775952000
263567,Will Tisza win 130+ seats in the Hungarian National Assembly in this election?,1,0.329,1814826.7224270012,0.005477225575051666,86400,1775952000,900,1775952000
10744,Will UK Election on July 4 be cancelled?,0,0.01,6541.007102,0.0,86400,1718452800,900,1718452800
95236,Hong Kong Election: Geographical Constituency Seat Turnover >40%?,1,0.64,15013.450752,0.007745966692414841,86400,1765065600,900,1765065600
903525,Slovakia Presidential Election: Will Peter Pellegrini win?,1,0.78,101995.17879,0.0,86400,1711152000,900,1711152000
903525,Slovakia Presidential Election: Will Ivan Korčok win?,0,0.22,101995.17879,0.0,86400,1711152000,900,1711152000
903525,Slovakia Presidential Election: Will Ján Kubiš win?,0,0.004,101995.17879,0.0,86400,1711152000,900,1711152000
903525,Slovakia Presidential Election: Will Igor Matovič win?,0,0.0025,101995.17879,0.0,86400,1711152000,900,1711152000
903525,Slovakia Presidential Election: Will Štefan Harabin win?,0,0.0025,101995.17879,0.0,86400,1711152000,900,1711152000
903525,Slovakia Presidential Election: Will another candidate win?,0,0.0025,101995.17879,0.0,86400,1711152000,900,1711152000
10516,Labour wins the most seats in next UK election? ,1,0.9716666666666667,1763874.095327,0.0002581988897471327,86400,1719493202,900,1738065600
10516,Conservatives wins the most seats in next UK election? ,0,0.0075,1763874.095327,0.0,86400,1719493202,900,1738065600
10516,Liberal Democrats wins the most seats in next UK election? ,0,0.0018333333333333333,1763874.095327,0.00025819888974716116,86400,1719493202,900,1738065600
10516,Reform wins the most seats in next UK election? ,0,0.0045,1763874.095327,0.0,86400,1719493202,900,1738065600
10516,Other party wins the most seats in next UK election? ,0,0.006,1763874.095327,0.0,86400,1719493202,900,1738065600
21304,Will Bloc Quebecois win 9 or less seats in the next Canadian Election?,0,0.035666666666666666,487467.14819,0.0006055300708194962,86400,1745841600,900,1745841600
21304,Will Bloc Quebecois win between 10 and 15 seats in the next Canadian Election?,0,0.06191666666666667,487467.14819,0.0006645800679125635,86400,1745841600,900,1745841600
21304,Will Bloc Quebecois win between 16 and 20 seats in the next Canadian Election?,0,0.17833333333333334,487467.14819,0.0075277265270908104,86400,1745841600,900,1745841600
21304,Will Bloc Quebecois win between 21 and 25 seats in the next Canadian Election?,1,0.395,487467.14819,0.0,86400,1745841600,900,1745841600
21304,Will Bloc Quebecois win between 26 and 30 seats in the next Canadian Election?,0,0.265,487467.14819,0.0,86400,1745841600,900,1745841600
21304,Will Bloc Quebecois win 31  or more seats in the next Canadian Election?,0,0.10633333333333334,487467.14819,0.000875595035770914,86400,1745841600,900,1745841600
21312,Liberals win majority in Canadian election?,0,0.5633333333333332,4638784.633479,0.004082482904638588,86400,1745841600,900,1745841600
13379,Will Moldova's EU membership referendum pass?,1,0.9565,222930.043314,0.0,86400,1729425600,900,1729425600
10303,Indian Election: Will BJP win a majority of seats?,0,0.855,205623.838929,0.0,86400,1717243200,900,1717243200
13727,Will GD win a majority in Georgia parliamentary election?,1,0.5791666666666666,332279.12271,0.0037638632635454083,86400,1729944000,900,1729944000
15602,Will the Greens be part of the next German government?,0,0.29666666666666663,9936625.839357,0.0025819888974716134,86400,1740348004,900,1751284800
15602,Will the AFD be part of the next German government?,0,0.038,9936625.839357,0.0,86400,1740348004,900,1751284800
15602,Will the CDU/CSU be part of the next German government?,1,0.9673333333333334,9936625.839357,0.00025819888974719,86400,1740348004,900,1751284800
15602,Will the SPD be part of the next German government?,1,0.935,9936625.839357,0.0,86400,1740348004,900,1751284800
15602,Will BSW be part of the next German government?,0,0.03,9936625.839357,0.0,86400,1740348004,900,1751284800
15602,Will FDP be part of the next German government?,0,0.24666666666666667,9936625.839357,0.0025819888974716134,86400,1740348004,900,1751284800
15602,Will the Left be part of the next German government?,0,0.018333333333333333,9936625.839357,0.0002581988897471614,86400,1740348004,900,1751284800
23258,Will the Conservative Party win 13+ seats in Quebec?,0,0.5825,4752.973051,0.007582875444051557,86400,1745841600,900,1745841600
14605,Will the Independence Party win the most seats in the Icelandic parliamentary election?,0,0.12658333333333333,307571.151182,0.004212085785767747,86400,1732968000,900,1732968000
14605,Will the Centre Party win the most seats in the Icelandic parliamentary election?,0,0.0415,307571.151182,0.0,86400,1732968000,900,1732968000
14605,Will the Social Democratic Alliance win the most seats in the Icelandic parliamentary election?,1,0.565,307571.151182,0.0,86400,1732968000,900,1732968000
14605,Will the People's Party win the most seats in the Icelandic parliamentary election?,0,0.011583333333333333,307571.151182,0.0025964719653149863,86400,1732968000,900,1732968000
14605,Will the Liberal Reform Party win the most seats in the Icelandic parliamentary election?,0,0.3,307571.151182,0.005477225575051666,86400,1732968000,900,1732968000
14605,Will another party win the most seats in the Icelandic parliamentary election?,0,0.00425,307571.151182,0.001369306393762915,86400,1732968000,900,1732968000
64785,Will JA21 win fewer than 9 seats in the 2025 Netherlands parliamentary election?,0,0.195,32573.082172,0.0,86400,1761696000,900,1761696000
64785,Will JA21 win 9–10 seats in the 2025 Netherlands parliamentary election?,1,0.3,32573.082172,0.0,86400,1761696000,900,1761696000
64785,Will JA21 win 11–12 seats in the 2025 Netherlands parliamentary election?,0,0.2841666666666667,32573.082172,0.002041241452319294,86400,1761696000,900,1761696000
64785,Will JA21 win 13 or more seats in the 2025 Netherlands parliamentary election?,0,0.23416666666666666,32573.082172,0.0020412414523193058,86400,1761696000,900,1761696000
12737,Will Lutero Simango win the Mozambican presidential election?,0,0.004,219509.061955,0.0,86400,1728216002,900,1728475200
12737,Will Daniel Chapo win the Mozambican presidential election?,1,0.968,219509.061955,0.0,86400,1728216002,900,1728475200
12737,Will another candidate win the Mozambican presidential election?,0,0.0125,219509.061955,0.0,86400,1728216002,900,1728475200
12737,Will Ossufo Momade win the Mozambican presidential election?,0,0.023,219509.061955,0.0,86400,1728216002,900,1728475200
903144,Will Haley beat DeSantis in Iowa?,0,0.575,4338.13,0.0,86400,1705276800,900,1705276800
22441,Will Barbara Lee win the Oakland mayoral race?,1,0.865,270942.756663,0.0,86400,1744718400,900,1744718400
22441,Will Loren Taylor win the Oakland mayoral race?,0,0.145,270942.756663,0.0,86400,1744718400,900,1744718400
22441,Will another candidate win the Oakland mayoral race?,0,0.004416666666666667,270942.756663,0.00037638632635454044,86400,1744718400,900,1744718400
10586,Will Gitanas Nauseda win the 2024 Lithuanian presidential election?,1,0.9645,269026.649166,0.0,86400,1715529604,900,1716724800
10586,Will Ingrida Simonyte win the 2024 Lithuanian presidential election?,0,0.02,269026.649166,0.0,86400,1715529604,900,1716724800
10586,Will Ignas Vegele win the 2024 Lithuanian presidential election?,0,0.024,269026.649166,0.0,86400,1715529604,900,1716724800
10586,Will Andrius Mazuronis win the 2024 Lithuanian presidential election?,0,0.004,269026.649166,0.0,86400,1715529604,900,1716724800
10586,Will Remigijus Zemaitaitis win the 2024 Lithuanian presidential election?,0,0.0045,269026.649166,0.0,86400,1715529604,900,1716724800
10586,Will another candidate win the 2024 Lithuanian presidential election?,0,0.0055,269026.649166,0.0,86400,1715529604,900,1716724800
36714,Will Medina and Quiroga advance to the Bolivian presidential runoff?,0,0.8983333333333333,909443.155277,0.004082482904638634,86400,1755388800,900,1755388800
36714,Will Quiroga and Rodríguez advance to the Bolivian presidential runoff?,0,0.04833333333333333,909443.155277,0.0025819888974716134,86400,1755388800,900,1755388800
